,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
0,iss,25544,-43.998458895807,163.02098721372,437.90601693138,27530.533937775,eclipsed,4597.4618986642,2021-10-13 16:07:45,2459501.1720486,-8.0258590475205,294.6024894009,kilometers
0,iss,25544,-42.990870140836,165.16086790028,437.46941194557,27531.473009466,eclipsed,4595.2930954345,2021-10-13 16:08:15,2459501.1723958,-8.0259883675299,294.47746889793,kilometers
0,iss,25544,-41.903966061305,167.29427576277,436.99542305038,27532.500682203,daylight,4592.937166768,2021-10-13 16:08:46,2459501.1727546,-8.0261219979535,294.34828106752,kilometers
0,iss,25544,-40.773740332786,169.35102953032,436.50002286169,27533.58358084,daylight,4590.4732283102,2021-10-13 16:09:17,2459501.1731134,-8.0262556281322,294.21909323737,kilometers
0,iss,25544,-39.603228204788,171.3339498343,435.98509406589,27534.718532715,daylight,4587.9104402805,2021-10-13 16:09:48,2459501.1734722,-8.0263892582477,294.08990523986,kilometers
0,iss,25544,-38.434827870658,173.18550952062,435.47001582443,27535.863332603,daylight,4585.3451499984,2021-10-13 16:10:18,2459501.1738194,-8.026518577341,293.964884738,kilometers
0,iss,25544,-37.193285087053,175.03233299141,434.92239515895,27537.090997667,daylight,4582.6158534872,2021-10-13 16:10:49,2459501.1741782,-8.0266522068095,293.8356969087,kilometers
0,iss,25544,-35.919509229275,176.81496203995,434.36117178561,27538.360653587,daylight,4579.816692198,2021-10-13 16:11:20,2459501.174537,-8.0267858360415,293.70650907971,kilometers
0,iss,25544,-34.658387838082,178.48220648501,433.80706029549,27539.625979807,daylight,4577.0509426491,2021-10-13 16:11:50,2459501.1748843,-8.0269151544503,293.58148857867,kilometers
0,iss,25544,-33.328029278221,-179.85142758279,433.22517151353,27540.967803581,daylight,4574.1443406414,2021-10-13 16:12:21,2459501.1752431,-8.0270487832085,293.45230075023,kilometers
0,iss,25544,-31.972100182256,-178.23905453148,432.63592598074,27542.340876444,daylight,4571.1986823322,2021-10-13 16:12:52,2459501.1756019,-8.0271824117303,293.32311292209,kilometers
0,iss,25544,-30.637412411881,-176.72693156685,432.06069402972,27543.695917537,daylight,4568.3208332514,2021-10-13 16:13:22,2459501.1759491,-8.0273117294489,293.19809242187,kilometers
0,iss,25544,-29.236770969715,-175.21104739772,431.46320318423,27545.119634751,daylight,4565.3292711692,2021-10-13 16:13:53,2459501.1763079,-8.0274453576702,293.06890442662,kilometers
0,iss,25544,-27.816014011181,-173.73941040077,430.8646799488,27546.563545994,daylight,4562.3301312256,2021-10-13 16:14:24,2459501.1766667,-8.0275789854816,292.93971659932,kilometers
0,iss,25544,-26.423446075712,-172.35445403151,430.28646292959,27547.976596316,daylight,4559.4304495493,2021-10-13 16:14:54,2459501.1770139,-8.0277083025155,292.81469609994,kilometers
0,iss,25544,-24.967694113116,-170.96093569259,429.69202600566,27549.449379123,daylight,4556.4470722126,2021-10-13 16:15:25,2459501.1773727,-8.027841929856,292.68550827321,kilometers
0,iss,25544,-23.496298163678,-169.60278346323,429.10271078805,27550.931365468,daylight,4553.4870383774,2021-10-13 16:15:56,2459501.1777315,-8.0279755569543,292.55632044675,kilometers
0,iss,25544,-22.058721104371,-168.31949966975,428.53916029441,27552.370892991,daylight,4550.6542128984,2021-10-13 16:16:26,2459501.1780787,-8.0281048732981,292.43129994819,kilometers
0,iss,25544,-20.560341271069,-167.02293206878,427.96569216186,27553.860458813,daylight,4547.7693180649,2021-10-13 16:16:57,2459501.1784375,-8.0282384999282,292.30211212231,kilometers
0,iss,25544,-19.050031436832,-165.75379583019,427.40309193252,27555.348659353,daylight,4544.9369191614,2021-10-13 16:17:28,2459501.1787963,-8.0283721264893,292.17292412904,kilometers
0,iss,25544,-17.578137962841,-164.54939006991,426.8706897761,27556.784340128,daylight,4542.2545630656,2021-10-13 16:17:58,2459501.1791435,-8.0285014421484,292.04790363131,kilometers
